date,title,content,url
2024-11-11 00:00:00,"""美 연준, 트럼프 지시받아야"" 주장에…머스크 ""100점""
","
					""美 연준, 트럼프 지시받아야"" 주장에…머스크 ""100점""[앵커]미국 중앙은행인 연방준비제도가 대통령의 지시를 받아야 한다는 주장에 대해 일론 머스크 테슬라 최고경영자가 100점을 줬습니다.                        트럼프의 새 행정부에서 연준의 독립성이 흔들릴 수 있다는 우려가 제기됩니다.신주원 PD가 전해드립니다.[리포터]공화당의 마이크 리 상원의원이 SNS를 통해 대통령이 미국 중앙은행인 연방준비제도를 지휘할 수 있어야 한다고 주장했습니다.헌법에 따라 행정기관은 대통령의 지시를 받아야 하는데, 연준은 우리가 어떻게 헌법에서 벗어났는지 보여주는 사례 중 하나라는 겁니다.이에 일론 머스크 테슬라 최고경영자는 100점이라는 의미의 이모티콘을 달아 해당 글을 리트윗했습니다.앞서 제롬 파월 연준 의장은 트럼프 당선인이 사퇴를 요구하더라도 물러나지 않겠다는 뜻을 밝혔습니다.<제롬 파월 / 미국 연방준비제도 의장> ""(참모 중 일부가 트럼프 당선인에게 의장 사임을 제안했습니다. 사퇴를 요구한다면 그만두실 겁니까?) 아니요.""트럼프 당선인은 지난 1기 재임 기간 내내 자신이 임명한 파월 의장을 향해 불만을 표출하며 금리 인하를 공개적으로 압박했습니다.또 그동안 연준 통화정책에 대해 대통령이 발언할 권리가 있다고 여러 차례 발언해 중앙은행의 독립성 침해 우려를 낳기도 했습니다.미 경제매체 CNBC는 머스크가 이런 주장을 대놓고 지지한 것이 트럼프 새 행정부에서 연준의 독립성에 대한 압박을 구체화할 수 있음을 시사한다고 짚었습니다.트럼프 당선인의 주요 후원자로서 정치적 위상이 높아진 머스크는 소셜미디어 엑스에 하루 평균 100여건의 정치 게시물을 올리며 2기 행정부 홍보에 전념하고 있습니다.또 지난 8월 엑스에서 트럼프와 대화하는 오디오 쇼를 2시간 넘게 진행하는 등, 대선 기간 수개월 동안 엑스를 트럼프 선거운동 수단으로 활용해왔습니다.이런 머스크의 행보에 대해 전문가들은 공론의 장이었던 엑스가 특정 정파의 메가폰으로 변했다는 평가를 내리기도 했습니다.연합뉴스TV 신주원입니다.#트럼프 #머스크 #파월 #연준 #트위터 #엑스연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)",https://www.yonhapnewstv.co.kr/news/MYH20241111012700641?srt=v&d=Y
2024-11-11 00:00:00,"""나 물개 수신!""…우크라, 북한군 암호 감청 공개
","
					""나 물개 수신!""…우크라, 북한군 암호 감청 공개우크라이나군이 현지시간 10일 러시아 쿠르스크 지역에서 감청한 북한군의 무선 통신 내용을 공개했습니다.우크라이나 국방부 정보당국이 전날 감청한 통신을 들어보면 ""하나 둘 하나 둘"", ""기다려라,"" ""나 물개 수신"" 같은 북한말이 또렷하게 들립니다.                        우크라이나군은 이 무선 통신이 즉각 복귀 명령을 담고 있다고 해석했습니다.미국과 우크라이나는 북한군 약 1만1천명이 러시아를 지원하기 위해 파병됐고, 현재 쿠르스크에 있는 것으로 파악하고 있습니다.우크라이나군은 북한군이 러시아군과 함께 곧 실전에 투입될 거라고 보고 있습니다.강재은 기자 (fairydust@yna.co.kr)#북한군 #우크라이나 #러시아연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)",https://www.yonhapnewstv.co.kr/news/MYH20241111008000032?srt=v&d=Y
2024-11-11 00:00:00,"중국 대학생 20만명 야간 기습 자전거 라이딩…당국, 도로 폐쇄·외출금지
","
					중국 대학생 20만명 야간 기습 자전거 라이딩…당국, 도로 폐쇄·외출금지[앵커]중국에서 20만명이 넘는 대학생이 한꺼번에 야간 자전거 여행에 나서는 진풍경이 펼쳐졌습니다.                        도로는 자전거로 넘쳐났는데, 시위 우려에 경찰은 도로를 폐쇄했고, 학교 당국도 외출 금지에 나섰습니다.베이징에서 배삼진 특파원입니다.[기자]중국 허난성 정저우시 도로에 자전거 행렬이 길게 이어졌습니다.자전거를 탄 사람들은 대부분 20대 대학생들.금발의 외국인도, 장애인도 행렬에 동참합니다.야간 기습 자전거 여행으로, 이들이 몰려간 곳은 50여km 떨어진 카이펑시입니다.참가한 자전거만 20만대가 넘는 것으로 추정됩니다.<中 '야습 라이딩' 참가자> ""자정 12시, 정카이대로입니다. 이것이 청춘입니다. 이것이 바로 허난입니다. 십만철기(10만 병사가 말을 타고 가는 것)는 카이펑변량까지 갑니다.""야간 자전거 행렬은 2022년 중국 대학생들이 당국의 '제로 코로나' 방역정책에 항의했던 백지운동보다 규모가 컸습니다.자전거 행렬은 공산당에 항의하는 구호는 없었는데, 일부는 오성홍기를 들고 '조국통일'을 외치기도 했습니다.<현장음> ""강대한 중국에는 내가 있으니 공산당은 안심하십시오.""인파가 몰리자 경찰들은 스크럼을 짜고 통제에 나섰고, 학교들은 재학생들의 외출을 금지하는 긴급 대책을 내놨습니다.심지어 정저우와 카이펑시는 공유자전거 진입을 전면 금지했는데, 메이퇀 등 3대 공유자전거 플랫폼은 시내를 벗어나면 자동 잠금장치가 걸리도록 해 이탈 방지에 나섰습니다.이들이 이렇게 도착한 카이펑 시내에는 공원이나 지하철역, 광장 등이 노숙하는 대학생들로 가득 차기도 했습니다.야간 자전거 여행은 지난 6월 여대생 4명이 숏폼에 영상을 올리면서 유행하게 됐습니다.야간 자전거 여행은 베이징과 우한, 청두 등 주요 도시에서 확산되고 있는데, 젊은이들이 각종 사회 불만을 토로하는 수단이란 분석 속에 중국 당국은 시위로 확산될까 봐 우려하고 있습니다.베이징에서 연합뉴스TV 배삼진입니다. (baesj@yna.co.kr)연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)",https://www.yonhapnewstv.co.kr/news/MYH20241111019300641?srt=v&d=Y
2024-11-11 00:00:00,"트럼프, 푸틴과 통화…유럽내 미군 거론하며 ""우크라 확전 말라""
","
					트럼프, 푸틴과 통화…유럽내 미군 거론하며 ""우크라 확전 말라""도널드 트럼프 미국 대통령 당선인이 지난 7일 블라디미르 푸틴 러시아 대통령과 통화를 하고 우크라이나에서 전쟁을 확대하지 말라는 조언한 것으로 전해졌습니다.현지시간 10일 워싱턴포스트 보도에 따르면 트럼프 당선인은 푸틴 대통령과의 통화에서 유럽에 있는 상당한 미군의 존재를 상기시키며 이같이 말했습니다.                        두 사람은 유럽 대륙에서의 평화 목표에 대해 논의했으며 트럼프 당선인은 우크라이나 전쟁 해결에 대한 논의를 위해 조만간 후속 대화를 하는데 관심을 표명했습니다.우크라이나 정부는 전화 통화에 대해 통보받았으며 이에 대해 반대하지 않은 것으로 알려졌습니다.신주원 PD (nanjuhee@yna.co.kr)#트럼프 #푸틴 #우크라이나전쟁 #젤렌스키연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)",https://www.yonhapnewstv.co.kr/news/MYH20241111003000641?srt=v&d=Y
2024-11-11 00:00:00,"""러, 북한군 포함 5만명 집결…곧 쿠르스크 공격""
","
					""러, 북한군 포함 5만명 집결…곧 쿠르스크 공격""[앵커]러시아가 북한군을 포함해 총 5만명의 병력을 투입해 우크라이나군에 뺏긴 쿠르스크 지역 탈환 작전에 나설 예정이라고 미국 일간지 뉴욕타임스가 보도했는데요.                        보도국 연결해 자세한 소식 알아보겠습니다.이치동 기자.[기자]러시아가 서부 쿠르스크주 탈환을 위한 공격을 위해 병력 5만 명을 집결시켰는데, 이 중엔 북한군도 포함됐다고 뉴욕타임스가 보도했습니다.이들이 며칠 내 공격을 개시할 것으로 보인다고 미국과 우크라이나 당국자들을 인용해 전했는데요.러시아가 주요 격전지인 우크라이나 동부 전선에서 병력을 빼지 않고도 쿠르스크 탈환 작전을 위한 병력을 확보한 것으로 평가했습니다.이 때문에 러시아가 여러 전선에서 동시다발로 압박을 가할 수 있게 됐다고 분석했는데요.앞서 볼로디미르 젤렌스키 우크라이나 대통령은 약 1만1천명의 북한군이 쿠르스크 지역에 배치됐다고 밝힌 바 있습니다.뉴욕타임스는 북한군이 러시아군과 함께 포 사격과 참호전 훈련 등을 실시했고, 우크라이나군 진지 공격에 투입될 것으로 전망했습니다.CNN 방송도 러시아와 북한 병사 수만 명이 수일 내에 쿠르스크 공격에 나설 거라고 보도했습니다.[앵커]트럼프 전 대통령의 대선 승리로 러시아의 대우크라이나 공세가 더 거세질 거라는 전망도 나오고 있죠?[기자]그렇습니다.트럼프 당선인은 대선 캠페인 중 우크라이나 전쟁의 조기 종전을 공언했는데요.휴전이나 종전 협상 시 러시아가 우크라이나 점령지를 유지할 수 있도록 할 가능성이 높다는 관측이 제기됩니다.JD 밴스 부통령 당선자도 이 같은 방안을 담은 종전안에 대해 공개적으로 언급한 바 있습니다.이에 따라, 러시아가 쿠르스크 탈환에 성공할 경우, 여기서 멈추지 않고, 우크라이나 영토 더 깊숙이 공략을 시도할 수도 있다고 뉴욕타임스가 짚었습니다.앞서, 블라디미르 푸틴 러시아 대통령은 의회가 비준한 북한과의 상호방위 조약에 서명했습니다.북한도 이 조약을 비준했는지는 확인되지 않고 있습니다.한편, 트럼프 당선인이 지난 7일 푸틴 대통령과 통화에서 유럽에 주둔한 미군을 언급하며 확전 방지를 강조했다고 워싱턴포스트가 보도했습니다.[앵커]그런가 하면, 우크라이나 전쟁이 길어질 경우, 파병 북한 병력이 10만 명에 달할 수도 있다는 보도도 있습니다.[기자]우크라이나 정부 관계자들의 관측인데요.북한이 필요시 최대 10만 명까지 파병할 수 있다는 겁니다.100만 명이 넘는 북한 군인 중 상당수가 파병을 원하고 있다는 분석까지 나왔습니다.월스트리트 저널 신문이 군인 출신 탈북자와 북한 군사 전문가 등을 인터뷰했다고 하는데요.북한 병사들이 세뇌된 충성심, 굶주림 탈피, 바깥세상에 대한 동경 등을 이유로 기꺼이 참전에 나설 것으로 전망했습니다.소위 총알받이로 전락할 위험이 있지만, 돈과 명예를 가져다줄 수 있는 '일생일대의 기회'로 여기는 병사가 적지 않을 거라는 설명입니다.지금까지 보도국에서 전해드렸습니다.연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)",https://www.yonhapnewstv.co.kr/news/MYH20241111007900032?srt=v&d=Y
2024-11-11 00:00:00,"[씬속뉴스] ""용돈 끊기 38일 전""…젤렌스키 조롱한 차기 백악관 실세 트럼프 주니어
","
					[씬속뉴스] ""용돈 끊기 38일 전""…젤렌스키 조롱한 차기 백악관 실세 트럼프 주니어도널드 트럼프 미국 대통령 당선인의 장남 트럼프 주니어아버지의 선거운동을 주도해 트럼프2기 행정부에서 중책을 맡을 것이란 전망도 나오는 인물                        다수 외신들에 따르면, 트럼프 주니어는 최근자신의 SNS에 이런 게시물을..러시아와 전쟁 중인 우크라이나의 볼로디미르 젤렌스키 대통령의 침울한 얼굴 앞으로 지폐가 떨어지는 합성 영상과 함께 ""당신은 38일 뒤면 용돈이 끊긴다""는 문구'38일 뒤'는 도널드 트럼프 당선인의 취임일누가 봐도, 아버지가 대통령이 되면 미국이 우크라이나에 대한 지원을 끊거나 줄이겠단 의미'미국 우선주의'를 내세운 트럼프 당선인우크라이나에 대한 지원에도 비판적 입장 유지해와..<도널드 트럼프/미국 대통령 당선인(지난 9월)>""젤렌스키는 우리나라에 올 때마다 600억 달러씩 받아갔습니다. 그는 지구상에서 가장 위대한 세일즈맨일 것입니다.""'차기 백악관 실세' 트럼프 주니어 역시 전쟁을 주장하는 이른바 '매파'를 2기 행정부에서 배제하겠다는 방침을 밝혀실제로 트럼프 당선인이 최근 배제하겠다고 한 니키 헤일리 전 유엔 대사·마이크 폼페이오 전 국무장관,우크라에 대한 미국의 개입을 적극 주장""24시간 안에 전쟁을 끝낼 수 있다""고 공언한 트럼프 당선인이를 위해 젤렌스키 대통령과 반대로 우크라의 '영토 양보'를 주장할 거란 관측이번 미국 대선으로 '새 국면' 맞이한 우크라 전쟁앞으로의 향방은...?#트럼프 #트럼프2기 #우크라전쟁연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)",https://www.yonhapnewstv.co.kr/news/MYH20241111017900640?srt=v&d=Y
2024-11-11 00:00:00,"'절친' 트럼프 복귀에 날개 단 네타냐후…폭격·공습 확대
","
					'절친' 트럼프 복귀에 날개 단 네타냐후…폭격·공습 확대[앵커]가자전쟁을 강경하게 밀어붙이며 국내외 비판에 직면했던 베냐민 네타냐후 이스라엘 총리의 입지가 달라졌다는 평가입니다.                        이스라엘과 밀착했던 도널드 트럼프 전 대통령의 복귀가 확정되자마자 레바논과 가자 공세를 강화하고 있습니다.한미희 기자입니다.[기자]네타냐후 총리는 트럼프의 당선이 확정된 이후 '역사상 가장 위대한 복귀'라며 반겼습니다.세계 정상 중 가장 먼저 트럼프에게 축하 전화를 걸었고, 남다른 친분을 과시했습니다.<베냐민 네타냐후 / 이스라엘 총리 (현지시간 10일)> ""지난 며칠 동안 트럼프 대통령 당선인과 세 차례 통화했습니다. 매우 좋은, 중요한 대화였습니다. 이스라엘과 미국의 강력한 동맹을 더욱 강화하기 위해 마련된 대화였습니다.""네타냐후 총리는 가자 전쟁 해법을 두고 조 바이든 대통령과 갈등해 왔습니다.하지만 집권 당시 트럼프 전 대통령은 어느 대통령보다 이스라엘과 밀착했습니다.팔레스타인과의 분쟁 지역인 예루살렘이 자국 수도라는 이스라엘의 주장을 받아들여 미국 대사관을 텔아비브에서 예루살렘으로 옮겼고, 최근에도 가자 전쟁이 이스라엘의 승리로 신속하게 끝나길 원한다는 뜻을 밝혔습니다.가자지구의 민간인 학살에 대한 국제사회의 규탄이나 인질 협상에 임하라는 내부의 요구에도 아랑곳하지 않은 네타냐후 총리는 최근 자신과 마찰을 빚어왔던 온건파 국방장관을 경질하고 후임으로 충성파를 임명했습니다.트럼프의 복귀가 확정되자마자 기다렸다는 듯 가자지구와 레바논, 시리아에서 다시 공세를 강화하면서 사상자가 속출하고 있습니다.2022년 말 재집권에 성공해 총 17년 동안 이스라엘을 이끌어 온 네타냐후 총리는 여전히 국민에게 인기가 없지만, 강경한 대외 정책만은 많은 유권자에게 지지를 받고 있습니다.당장 선거가 치러진다면 여당이 1위를 차지할 것이란 여론조사 결과가 나오면서 네타냐후 총리가 정권을 연장할 수 있다는 전망도 제기됐습니다.연합뉴스 한미희입니다.#이스라엘 #네타냐후 #트럼프연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)",https://www.yonhapnewstv.co.kr/news/MYH20241111017600032?srt=v&d=Y
2024-11-11 00:00:00,"""러-북 병력 5만명 집결…수일 내 쿠르스크 공격""
","
					""러-북 병력 5만명 집결…수일 내 쿠르스크 공격""[앵커]러시아가 북한군을 포함한 5만명의 병력을 투입해 우크라이나군에 뺏긴 쿠르스크 지역 탈환을 시도할 계획인 것으로 알려졌습니다.                        파병된 북한 군인들이 주고받은 통신으로 추정되는 음성파일도 공개됐는데요.보도에 이치동 기자입니다.[기자]우크라이나군이 러시아 서부에 배치된 북한 군인들 간 통신 내용으로 추정되는 음성 파일을 공개했습니다.<북한군 추정 통신/ 화면출처: 우크라이나군 유튜브> ""나 물개, 수신, 물개 둘, 물개 하나, 나 물개, 수신.""앞서, 우크라이나와 미 당국은 북한군 1만1천명가량이 러시아 내 우크라이나의 점령지 인근에 배치됐다고 밝힌 바 있습니다.이들 중 일부가 러시아가 서부 쿠르스크 지역 탈환을 위해 집결시킨 총 5만 명의 병력에 포함됐다고 미국 일간 뉴욕타임스가 보도했습니다.이들이 며칠 내 공격을 개시할 계획이라고 미국과 우크라이나 당국자들을 인용해 전했습니다.북한 군인들이 그간 러시아군과 함께 포 사격과 참호전 훈련 등을 실시했고, 실전 투입이 임박했다는 겁니다.북한의 파병 덕에 러시아가 우크라이나 동부 전선에서 병력을 빼지 않고도, 본격적으로 쿠르스크 탈환 시도에 나설 수 있게 된 것으로 평가했습니다.뉴욕타임스는 도널드 트럼프 전 미국 대통령의 재집권이 현실화하면서, 러시아가 일단 쿠르스크를 되찾고 나서, 우크라이나 영토를 최대한 더 많이 확보하려 할 것으로 내다봤습니다.휴전이나 조기 종전 협상에 대비하기 위한 거라는 겁니다.트럼프 당선인은 지난주 당선 이후 블라디미르 푸틴 대통령과 통화에서 확전에 반대하는 입장을 분명히 한 것으로 알려졌습니다.연합뉴스 이치동입니다. (lcd@yna.co.kr)#북한군 #우크라이나 #러시아 #쿠르스크 #트럼프연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)",https://www.yonhapnewstv.co.kr/news/MYH20241111011200032?srt=v&d=Y
2024-11-11 00:00:00,"트럼프 장남, 젤렌스키 조롱…""용돈 끊기기 38일 전""
","
					트럼프 장남, 젤렌스키 조롱…""용돈 끊기기 38일 전""도널드 트럼프 미국 대통령 당선인의 장남이 우크라이나에 대한 지원 중단을 시사하며 젤렌스키 대통령을 조롱하는 영상을 공유해 논란이 일고 있습니다.현지 매체들에 따르면 트럼프 주니어는 현지시간 10일, 젤렌스키 대통령의 얼굴을 배경으로 '용돈을 잃기까지 38일'이라고 적힌 밈을 소셜미디어에 공유했습니다.                        38일은 트럼프 당선인이 승리한 대선 결과가 선거인단 투표를 통해 공식화되는 12월 17일까지 남은 기간으로 추정됩니다.정권 인수팀에서 내각 기용에 관여하고 있는 것으로 알려진 트럼프 주니어가 트럼프 행정부의 우크라이나 지원 중단 방침을 시사한 것으로 풀이됩니다.한미희 기자 mihee@yna.co.kr#트럼프_주니어 #젤렌스키 #우크라이나연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)",https://www.yonhapnewstv.co.kr/news/MYH20241111025200032?srt=v&d=Y
2024-11-11 00:00:00,"트럼프 측근 ""주한미군 철수 언급은 사업가의 협상 방식""
","
					트럼프 측근 ""주한미군 철수 언급은 사업가의 협상 방식""[앵커]한미 방위비 분담금 협정, 2기 트럼프 행정부의 여러 정책 중 우리나라가 특히 촉각을 세우게 되는 지점입니다.                        이런 가운데 도널드 트럼프 당선인의 측근은 주한미군 철수가 미국의 협상 카드 중 하나라는 취지의 언급을 했습니다.정래원 기자입니다.[기자]트럼프 2기 출범을 앞두고 우리나라 입장에서 중대한 문제 중 하나는 한미 방위비 분담금 협정입니다.이미 2030년까지 적용되는 인상분 협상을 마쳤지만, 차기 정부가 이를 뒤집을 가능성도 있기 때문.미국이 트럼프 1기 때에도 등장했던 '주한미군 철수'라는 패를 이용해 유리한 고지를 차지하려 할 것이란 우려가 나옵니다.이와 관련해 국무장관 후보로도 거론되는 트럼프 당선인의 측근이 한 발언이 눈길을 끕니다.빌 해거티 연방 상원의원은 미국 CBS 방송 인터뷰에서 트럼프 당선인이 첫 재임 때 주한미군 철수를 거론한 것에 대해 ""사업가가 협상하는 방식""이라고 표현했습니다.주한미군 철수 자체가 우선순위는 아니지만, 방위비 논의가 잘 안되면 '사업가'의 관점에서 철수도 검토하겠다는 의도로 풀이됩니다.<도널드 트럼프 / 미국 대통령 당선인(지난 2월)> ""저는 누구든 돈을 내야 한다고 말했습니다. 그들이 돈을 안 내도 미국이 보호해줄 건지 묻기에, 저는 절대 아니라고 답했습니다.""해거티 의원은 또 동맹국들이 군사 역량을 강화하기 위해 가능한 범위에서 조치를 취해야 한다며, 일본에서 국방예산 증액이 이뤄지고 있는데 이는 한국도 마찬가지라고 강조했습니다.1기 행정부에서 트럼프의 정책에 일부 제동을 걸던 고위급 관리들이 2기 인선에선 대거 빠질 것이란 예상도 우려를 키웁니다.트럼프 당선인의 장남은 SNS에 '네오콘과 매파를 2기 행정부에서 제외하겠다'는 입장을 밝혀 차기 정부의 고립주의 성향을 노골적으로 드러냈습니다.트럼프 측근들은 당선인이 통합을 우선시할 거란 메시지를 전파하고 있지만, 결국에는 '충성파 내각'이 꾸려질 거란 전망이 우세합니다.연합뉴스 정래원입니다. (one@yna.co.kr)#트럼프 #주한미군 #고립주의연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)",https://www.yonhapnewstv.co.kr/news/MYH20241111015200032?srt=v&d=Y
